"Title","Location","Company","Employment_Type","site_name","Salary_from","Salary_to","Job_Category","Salary"
"Заступник/заступниця керівника навчального центру (осередку) до Української академії лідерства","Київ, Ужгород",NA,"Full-Time","HappyMonday",NA,NA,"Non-IT",NA
"Керівник/керівниця програмного департаменту до Української академії лідерства","Київ",NA,"Full-Time","HappyMonday",NA,NA,"Non-IT",NA
"Project Manager for Creative Team at Fedoriv Agency","Київ",NA,"Full-Time","HappyMonday",NA,NA,"Non-IT",NA
"Керівник/-ця проєкту до Української академії лідерства","Київ",NA,"Full-Time","HappyMonday",NA,NA,"Non-IT",NA
"Контент-менеджер до Admix Global",NA,NA,"Full-Time","HappyMonday",NA,NA,"Non-IT",NA
"Аналітик комп'ютерних систем (SAP) до ОККО","Львів",NA,"Full-Time","HappyMonday",NA,NA,"Data Analysis / Data Science",NA
"Бізнес-аналітик 1С до ОККО","Львів",NA,"Full-Time","HappyMonday",NA,NA,"Data Analysis / Data Science",NA
"Senior ABAP, Team Lead до ОККО","Львів",NA,"Full-Time","HappyMonday",NA,NA,"Non-IT",NA
"Менеджер digital-проєктів до ОККО","Львів",NA,"Full-Time","HappyMonday",NA,NA,"Non-IT",NA
"Бізнес-аналітик (автоматизовані системи управління) до ОККО","Львів",NA,"Full-Time","HappyMonday",NA,NA,"Data Analysis / Data Science",NA
"Senior Graphic Designer до Performer","Київ",NA,"Full-Time","HappyMonday",NA,NA,"Design",NA
"Project Manager at NineTwoThree Studio",NA,NA,NA,"HappyMonday",NA,NA,"Non-IT",NA
"UI/UX Designer (E-commerce) до BetterMe",NA,NA,"Full-Time","HappyMonday",NA,NA,"Design",NA
"Brand Designer до BetterMe","Київ",NA,"Full-Time","HappyMonday",NA,NA,"Design",NA
"Менеджер проєктів до Prometheus",NA,NA,"Full-Time","HappyMonday",NA,NA,"Non-IT",NA
"Аналітик(-иня) до Повернись живим","Київ",NA,"Full-Time","HappyMonday",NA,NA,"Data Analysis / Data Science",NA
"Менеджер проєктів до Klitschko Foundation","Київ",NA,"Full-Time","HappyMonday",NA,NA,"Non-IT",NA
"Product Designer до Мрія","Київ",NA,"Full-Time","HappyMonday",NA,NA,"Design",NA
"Program Assistant to UNITY/Асистент(-ка) програми до IREX","Київ",NA,"Full-Time","HappyMonday",NA,NA,"Non-IT",NA
"Project Manager до IdeaInYou",NA,NA,"Full-Time","HappyMonday",NA,NA,"AI / Research",NA
"Графічний дизайнер до Фонду Сергія Притули","Київ",NA,"Full-Time","HappyMonday",NA,30000,"Design","$25000–30000 / міс"
"SQL розробник до Vitmark","Одеса",NA,NA,"HappyMonday",NA,NA,"Software Development",NA
"Finance Ninja at Waveup","Київ",NA,"Full-Time","HappyMonday",NA,NA,"Non-IT",NA
"Молодший проектний менеджер(ка) до Східноукраїнського центру громадських ініціатив","Київ",NA,"Full-Time","HappyMonday",NA,NA,"Non-IT",NA
"Маркетолог до SOLVE MARKETING",NA,NA,"Full-Time, Part-Time","HappyMonday",30000,40000,"Non-IT","30000–40000 грн / міс"
"SEO Content Lead at Ideals",NA,NA,"Full-Time","HappyMonday",NA,NA,"Non-IT",NA
"Координатор/координаторка проєкту до Громадської організації «Всеукраїнський громадський центр «Волонтер»","Харків",NA,"Full-Time","HappyMonday",NA,NA,"Non-IT",NA
"Project Manager до Okay Monday Agency",NA,NA,"Full-Time","HappyMonday",NA,NA,"Non-IT",NA
"Координатор/ка Рад ВПО до Благодійної організації «Благодійний фонд «Стабілізейшен суппорт сервісез»",NA,NA,"Full-Time","HappyMonday",NA,NA,"Non-IT",NA
"Product Analyst Lead at CLUST",NA,NA,"Full-Time","HappyMonday",NA,NA,"Data Analysis / Data Science",NA
"SEO Manager at Cloudfresh",NA,NA,"Full-Time","HappyMonday",NA,NA,"Non-IT",NA
"SMM маркетолог (інстаграм, тікток +) до SIL’","Київ",NA,"Full-Time","HappyMonday",15000,NA,"Non-IT","15000 грн / міс"
"Motion Designer до Impulse","Київ",NA,"Full-Time","HappyMonday",NA,NA,"Design",NA
"Middle/Senior Product Manager до Universe Group","Київ",NA,"Full-Time","HappyMonday",NA,NA,"Non-IT",NA
"Business Development Manager до A-Players",NA,NA,"Full-Time","HappyMonday",NA,NA,"Non-IT",NA
"Редактор/ка соцмереж до «Новин здорової людини» | The Ukrainians Media","Львів",NA,"Full-Time","HappyMonday",NA,NA,"AI / Research",NA
"Senior CRM Specialist до Uklon","Київ",NA,"Full-Time","HappyMonday",NA,NA,"Non-IT",NA
"Технічний експерт із супроводження закупівель IT-категорій до ДУ “Професійні закупівлі”","Київ",NA,"Full-Time, Part-Time","HappyMonday",NA,NA,"Non-IT",NA
"Digital Marketing Specialist до BetterMe","Київ",NA,"Full-Time","HappyMonday",NA,NA,"Non-IT",NA
"Associate (case worker, analyst, writer) at KOSMO",NA,NA,"Full-Time","HappyMonday",NA,2000,"Data Analysis / Data Science","$800–2000 / міс"
"Project Advisor at Deutsche Gesellschaft für Internationale Zusammenarbeit (GIZ)","Київ",NA,"Full-Time","HappyMonday",NA,NA,"Non-IT",NA
"Project спеціаліст до UA Mental Help",NA,NA,"Full-Time","HappyMonday",NA,NA,"Non-IT",NA
"Асистент/ка проєктного менеджера до RePower Ukraine Foundation","Київ",NA,"Full-Time","HappyMonday",20000,25000,"AI / Research","20000–25000 грн / міс"
"Cпівдослідник по Participatory Action Research (PAR) до WFD","Інше Місто, Київ",NA,"Part-Time","HappyMonday",NA,NA,"AI / Research",NA
"Менеджер по роботі з сайтами-партнерами (німецька мова) до Jooble","Київ",NA,"Full-Time","HappyMonday",NA,NA,"Non-IT",NA
"Project Associate (Адміністративний помічник проєктів) до CRDF GLOBAL","Київ",NA,"Full-Time","HappyMonday",NA,NA,"Non-IT",NA
"Project Lead (Консультант з впровадження проєктів) до CRDF GLOBAL","Київ",NA,"Full-Time","HappyMonday",NA,NA,"Non-IT",NA
"Менеджер/ка перформативних проєктів до Jam Factory Art Center","Львів (Ukraine)",NA,"Full-Time","HappyMonday",NA,NA,"Non-IT",NA
"Grant Associate (Фахівець з управління грантами) до CRDF GLOBAL","Київ",NA,"Full-Time","HappyMonday",NA,NA,"Non-IT",NA
"Project Associate (Адміністративний помічник проєктів) до CRDF GLOBAL","Київ",NA,"Full-Time","HappyMonday",NA,NA,"Non-IT",NA
"Project Manager до PwC",NA,NA,"Full-Time","HappyMonday",NA,NA,"Non-IT",NA
"Графічний дизайнер до PwC",NA,NA,"Full-Time","HappyMonday",NA,NA,"Design",NA
"Контент-мейкер, SMM-менеджер (-ка) до Антикорупційного центру “МЕЖА”","Київ",NA,"Full-Time","HappyMonday",NA,NA,"Non-IT",NA
"Менеджер проєктів кліматичного напряму до Глобального договору ООН в Україні","Київ",NA,"Full-Time","HappyMonday",NA,NA,"Non-IT",NA
"Creative Designer (Marketing Team) до Laba Global","Київ",NA,"Full-Time","HappyMonday",NA,NA,"Design",NA
"SMM-спеціаліст до ГО ""Обʼєднання родичів політвʼязнів Кремля""",NA,NA,"Full-Time, Part-Time, Internship","HappyMonday",NA,NA,"Non-IT",NA
"Project Manager at Techosystem","Київ",NA,"Full-Time","HappyMonday",NA,NA,"Non-IT",NA
"IT Project Manager at Deloitte Consulting Overseas Projects LLC for USAID SOERA","Київ",NA,"Full-Time","HappyMonday",NA,NA,"AI / Research",NA
"Cybersecurity Project Manager at Deloitte Consulting Overseas Projects LLC for USAID SOERA","Київ",NA,"Full-Time","HappyMonday",NA,NA,"AI / Research",NA
"Business Analyst at Deloitte Consulting Overseas Projects LLC for USAID SOERA","Київ",NA,"Full-Time","HappyMonday",NA,NA,"Data Analysis / Data Science",NA
"Rehabilitation in healthcare coordinator, National Consultant at World Health Organization","Київ",NA,"Full-Time","HappyMonday",169800,NA,"Non-IT","169800 грн / міс"
"Координатор(-ка) проєктів з документування воєнних злочинів до Освітнього дому прав людини - Чернігів","Чернігів",NA,NA,"HappyMonday",NA,NA,"Non-IT",NA
"Digital analyst до MEGOGO","Київ",NA,"Full-Time","HappyMonday",NA,NA,"Data Analysis / Data Science",NA
"Бізнес аналітик до Enkonix","Lisbon (Португалія)",NA,"Full-Time","HappyMonday",NA,NA,"Data Analysis / Data Science",NA
"Заступник/ця національного директора (Deputy National Director) до БФ ""СОС Дитячі Містечка""","Київ",NA,"Full-Time","HappyMonday",NA,NA,"Non-IT",NA
"Координатор/ка проєкту до БФ СОС Дитячі Містечка","Полтава",NA,"Full-Time","HappyMonday",NA,NA,"Non-IT",NA
"Старший фахівець з розвитку продуктів (Product manager) до Київстар","Київ",NA,"Full-Time","HappyMonday",NA,NA,"Non-IT",NA
"IT Manager – Operations & Services до BAT Україна","Київ",NA,"Full-Time","HappyMonday",NA,NA,"Repair / Maintenance",NA
"Junior Business Analyst (Account Management team) до Solidgate","Київ",NA,"Full-Time","HappyMonday",NA,NA,"Data Analysis / Data Science",NA
"Менеджер з клієнтського досвіду / Customer Experience Manager до Групи «Ковальська»","Київ",NA,"Full-Time","HappyMonday",NA,NA,"Non-IT",NA
"Master Data Specialist (German-speaking) до BPO Nextdoor",NA,NA,"Full-Time","HappyMonday",33000,51000,"Data Analysis / Data Science","33000–51000 грн / міс"
"Молодший аналітик з Digital-ризиків до EY","Київ",NA,"Full-Time","HappyMonday",NA,NA,"Data Analysis / Data Science",NA
"3D Artist до BetterMe","Київ",NA,"Full-Time","HappyMonday",NA,NA,"Design",NA
