"Title","Location","Company","Employment_Type","site_name","Salary_from","Salary_to","Job_Category","Salary"
"python-програміст","remote","AeonCodes",NA,"work",15000,15000,"Software Development",NA
"аналітик","Київ","ECPC-100","Full-Time","work",NA,NA,"Data Analysis / Data Science",NA
"front-end розробник зі знанням wordpress","Київ","VAU.Agency","Full-Time","work",20000,20000,"Software Development",NA
"digital manager","remote","Здоров'я українського народу, міжнародний благодійний фонд","Full-Time","work",50000,50000,"Non-IT",NA
"інженер з обслуговування банкоматів","Львів","Реноме-Cмарт","Full-Time","work",30000,30000,"Engineering",NA
"фахівець з управління інформацією","Дніпро","Handicap International-Humanity & Inclusion","Full-Time","work",46288,46288,"Non-IT",NA
"data-аналітик у проєкт ""реєстр пошкодженого та знищеного майна""","Київ","Фонд Східна Європа, МБО","Full-Time","work",NA,NA,"Data Analysis / Data Science",NA
"web, mobile, ui/ux designer","Луцьк","Ninesquares","Full-Time","work",15000,15000,"Design",NA
"програміст php (стажер, інтерн)","Запоріжжя","Поліщук Я. В., ФОП","Full-Time","work",12000,12000,"Software Development",NA
"middle lawyer","remote","Icon Partners","Full-Time","work",NA,NA,"Non-IT",NA
"менеджер з підбору компʼютерних комплектуючих","Київ","Дроп Зона","Full-Time","work",40000,40000,"Non-IT",NA
"інженер з обслуговування банкоматів","Біла Церква","Реноме-Cмарт","Full-Time","work",35000,35000,"Engineering",NA
"senior media buyer (facebook)","remote","Traffic Devils","Full-Time","work",NA,NA,"Non-IT",NA
"адміністратор комп'ютерного клубу","Київ","YPlay","Full-Time","work",24000,24000,"System Administration / DevOps",NA
"seo-спеціаліст","remote","Елегантекс-Груп, ТОВ","Full-Time","work",30000,30000,"Non-IT",NA
"android development intern","Львів","Deviark","Full-Time","work",NA,NA,"Non-IT",NA
"гейм-тестер","remote","Рекшинський Б.В., ФОП",NA,"work",NA,NA,"Non-IT",NA
"junior devops engineer","remote","Zagroza digital agency","Full-Time","work",NA,NA,"System Administration / DevOps",NA
"senior embedded firmware engineer","remote","GT","Full-Time","work",NA,NA,"Engineering",NA
"завгосп, системний адміністратор","Київ","Main School","Full-Time","work",NA,NA,"System Administration / DevOps",NA
"senior recruiter","remote","Cor-Team","Full-Time","work",NA,NA,"Design",NA
"викладач мови python","remote","IT Step Academy",NA,"work",NA,NA,"Non-IT",NA
"програміст 1c, bas","remote","Інженум",NA,"work",35000,35000,"Software Development",NA
"програміст чпк","remote","Студія HR-рішень","Full-Time","work",50000,50000,"Software Development",NA
"ui/ux-дизайнер (волонтерство)","remote","Charity Lab Foundation","Full-Time","work",NA,NA,"Design",NA
"react developer (middle/senior, волонтерство)","remote","Charity Lab Foundation","Full-Time","work",NA,NA,"Software Development",NA
"middle full stack, web developer (node.js, react)","remote","Мобіл-авто","Full-Time","work",50000,50000,"Software Development",NA
"інженер-електронник","Київ","Svarock","Full-Time","work",20000,20000,"Engineering",NA
"junior android developer","Київ","Jibi Dev","Full-Time","work",25000,25000,"Software Development",NA
"системний адміністратор","Київ","Engineering_KSE","Full-Time","work",20000,20000,"System Administration / DevOps",NA
"trainee backend developer","remote","TenThousand","Full-Time","work",NA,NA,"Software Development",NA
"backend intern for it (node.js, javascript, react)","Київ","ITeam","Full-Time","work",NA,NA,"Software Development",NA
"devops engineer","Київ","Unity-Bars","Full-Time","work",NA,NA,"System Administration / DevOps",NA
"інженер з систем revit, bim-modeler (construction online, swiss)","remote","Constrol Ltd.","Full-Time","work",25000,25000,"Engineering",NA
"майстер з підключення інтернету (з навчанням)","Львів","Інфра-Нет, ТОВ","Full-Time","work",25000,25000,"Repair / Maintenance",NA
"молодший системний адміністратор","Київ","IT4Business","Full-Time","work",NA,NA,"System Administration / DevOps",NA
"php backend developer (laravel)","Хмельницький","Hexide Digital","Full-Time","work",10000,10000,"Software Development",NA
"front-end developer (trainee)","remote","Radar limited",NA,"work",NA,NA,"Software Development",NA
"інженер-розробник (embedded)","Київ","Smart Pest Solutions","Full-Time, Part-Time","work",25000,25000,"Software Development",NA
"тестировщик компьютерной техники, помощник тестировщика","Дніпро","Курицкая Е.А., ФЛП","Full-Time","work",10000,10000,"Non-IT",NA
"бізнес-аналітик, асистент керівника","Київ","Техно Іновейшн Компані, ТОВ","Full-Time","work",30000,30000,"Data Analysis / Data Science",NA
"junior seo-спеціаліст","Київ","Terrapromo","Full-Time","work",13000,13000,"Non-IT",NA
"монтажник, технік підключення інтернету (з навчанням)","Полтава","SBT","Full-Time","work",25000,25000,"Repair / Maintenance",NA
"монтажник з підключення інтернету (лівий берег)","Київ","ПроектБудАльянс","Full-Time","work",30000,30000,"Repair / Maintenance",NA
"лід-менеджер (ритейл, horeca, фітнес)","remote","Space Food","Full-Time","work",15000,15000,"Non-IT",NA
"розробник c++","Черкаси","New Normal","Full-Time","work",NA,NA,"Software Development",NA
"qa engineer","remote","The Yovth","Full-Time","work",23000,23000,"Testing",NA
"программист 1с, baf","Чернівці","Progex","Full-Time, Part-Time","work",NA,NA,"Non-IT",NA
"ux/ui designer (figma)","remote","Entsolve",NA,"work",30000,30000,"Design",NA
"бізнес-аналітик (junior)","remote","SaleRow","Full-Time","work",12000,12000,"Data Analysis / Data Science",NA
"інтегратор crm kommo (amo)","remote","Home Now",NA,"work",15000,15000,"Non-IT",NA
"project-менеджер","Львів","Найслі Груп","Full-Time","work",25000,25000,"Non-IT",NA
"майстер з ремонту техніки, електронщик","Київ","ItKiosk","Full-Time","work",28000,28000,"Repair / Maintenance",NA
"розробник 1c","Вінниця","Шик і Блиск, ТОВ","Full-Time","work",50000,50000,"Software Development",NA
"розробник ігор (html5 construct)","remote","Світовий Видавець Номок","Full-Time","work",10000,10000,"Software Development",NA
"customer support manager","remote","Webport Technology","Full-Time","work",NA,NA,"Non-IT",NA
"project manager","Дніпро","American University Kyiv (AUK)","Full-Time","work",NA,NA,"Non-IT",NA
"middle seo-спеціаліст","remote","Бондаренко П.О., ФОП","Full-Time","work",40000,40000,"Non-IT",NA
"outreach, campaign manager","remote","Eventyr","Full-Time","work",NA,NA,"AI / Research",NA
"project manager (digital, it-проєкти)","Київ","Frontmen","Full-Time","work",50000,50000,"Non-IT",NA
"junior talent sourcer","Київ","Playtini","Full-Time","work",NA,NA,"Non-IT",NA
"креативщик, ai-дизайнер, специалист по видеокреативам (beginner, junior, middle)","remote","Admediaflow OU","Full-Time","work",8000,8000,"AI / Research",NA
"комп'ютерний майстер","Чернівці","Rincom","Full-Time, Part-Time","work",19000,19000,"Repair / Maintenance",NA
"sdr lead engineer (middle, senior)","Київ","Asap Demo LLC","Full-Time","work",NA,NA,"Engineering",NA
"back-end developer (node.js)","Луцьк","Red Hot Team","Full-Time","work",24500,24500,"Software Development",NA
"менеджер з лідогенерації","remote","Druzi AGNC","Full-Time","work",5000,5000,"Non-IT",NA
"sharepoint адміністратор","remote","Triangu Ukraine LLC","Full-Time","work",NA,NA,"System Administration / DevOps",NA
"аналітик медіа","remote","Infinity Premium","Full-Time","work",10000,10000,"Data Analysis / Data Science",NA
"plc programmer","remote","Smart Industry Group",NA,"work",40000,40000,"Non-IT",NA
"lead generation specialist","remote","Computools","Full-Time","work",NA,NA,"Non-IT",NA
"team lead в рекламну агенцію","remote","Haig.team",NA,"work",45000,45000,"Non-IT",NA
"ui/ux-дизайнер","Львів","British Estates","Full-Time","work",NA,NA,"Design",NA
"qa engineer","Київ","Mornhouse","Full-Time","work",25000,25000,"Testing",NA
"junior react native developer (mobile development)","Львів","KodiX","Full-Time","work",NA,NA,"Software Development",NA
"junior/strong junior front-end developer","Львів","KodiX","Full-Time","work",NA,NA,"Software Development",NA
"flutter-розробник","remote","Webspark","Full-Time","work",NA,NA,"Software Development",NA
"strong junior fullstack developer (jquery, php)","remote","E.S.D of Mindconnect","Full-Time","work",NA,NA,"Software Development",NA
"customer support agent","remote","EverHelp","Full-Time","work",20700,20700,"Non-IT",NA
"монтажник інтернет-мережі (волз)","Вінниця","Територія Безпеки, НВП, ТОВ","Full-Time","work",20000,20000,"Repair / Maintenance",NA
"майстер з ремонту комп'ютерної та побутової техніки","Кременчук","Матрикс","Full-Time","work",15000,15000,"Repair / Maintenance",NA
"junior media buyer","Київ","Live media","Full-Time","work",NA,NA,"Non-IT",NA
"lead generation manager","remote","Galaxy IT","Full-Time","work",NA,NA,"Non-IT",NA
"помічник seo-спеціаліста","Київ","Seo7","Full-Time","work",17000,17000,"Non-IT",NA
"програміст 1с, bas","Хмельницький","tut.ua","Full-Time","work",25000,25000,"Software Development",NA
"front-end react developer  (en b2+)","remote","IT Continental",NA,"work",NA,NA,"Software Development",NA
"спеціаліст з контекстної реклами","remote","Sanatoriums.com ukr",NA,"work",30000,30000,"Non-IT",NA
".net core backend developer","remote","Chaika Tech Inc","Full-Time","work",NA,NA,"Software Development",NA
"менеджер проєктів","Львів","Рембудконсалтінг, ТОВ","Full-Time","work",NA,NA,"Non-IT",NA
"менеджер навчальної частини","remote","IT Step Academy","Full-Time","work",NA,NA,"Non-IT",NA
"програміст 1с, baf","remote","BA Group, IT-компанія",NA,"work",60000,60000,"Software Development",NA
"заступник начальника відділу інформаційно-технічного забезпечення, захисту інформації та баз даних","Київ","Господарський суд Київської області","Full-Time","work",15721,15721,"Non-IT",NA
"провідний спеціаліст відділу інформаційно-технічного забезпечення апарату суду","Київ","Господарський суд Київської області","Full-Time","work",10309,10309,"Non-IT",NA
"qa/it specialist","remote","Sandra Ukraine","Full-Time","work",10000,10000,"Testing",NA
"shopify developer","remote","B&B Online Inc",NA,"work",8500,8500,"Software Development",NA
"бізнес-аналітик (web-розробка)","remote","Linecore",NA,"work",NA,NA,"Data Analysis / Data Science",NA
"експерт, фахівець з відео-, звукозапису","Дніпро","Дніпропетровський науково-дослідий інститут судових експертиз","Full-Time","work",15000,15000,"Non-IT",NA
"web-разработчик","remote","Acrodimaa",NA,"work",40000,40000,"Non-IT",NA
"сервісний інженер з обслуговування друкувальної та копіювальної техніки","Кривий Ріг","ПринтСервис, ООО","Full-Time","work",NA,NA,"Repair / Maintenance",NA
"junior android developer","remote","StackLab","Full-Time","work",NA,NA,"Software Development",NA
"системний адміністратор","remote","Plexsupply, Inc","Full-Time","work",33000,33000,"System Administration / DevOps",NA
"content writer in it company","remote","Neural Dynamics","Full-Time","work",30000,30000,"Non-IT",NA
"автор студентських робіт з технічних дисциплін","remote","Vse Gotovo",NA,"work",25000,25000,"Non-IT",NA
"junior seo-спеціаліст, помічник оптимізатора","remote","Leads-Up, студия","Full-Time","work",NA,NA,"Non-IT",NA
"менеджер з лідогенерації на фріланс-платформах","remote","Neural Dynamics","Full-Time","work",22000,22000,"Non-IT",NA
"middle/senior software engineer for electron-based browser project","remote","TPE","Full-Time","work",NA,NA,"Software Development",NA
"android-програміст","Дніпро","MedStarCom","Full-Time","work",25000,25000,"Software Development",NA
"програміст мікроконтролерів, embedded engineer","Дніпро","MedStarCom","Full-Time","work",25000,25000,"Software Development",NA
"junior, middle java developer","Ужгород","GranSoft","Full-Time","work",NA,NA,"Software Development",NA
"trainee full-stack developer","Львів","KodiX","Full-Time","work",NA,NA,"Software Development",NA
"вебдизайнер (ui/ux)","Івано-Франківськ","Flyfox Design Studio","Full-Time","work",NA,NA,"Design",NA
"manual qa engineer у кривий ріг","Кривий Ріг","Perspective","Full-Time","work",NA,NA,"Testing",NA
"junior devops engineer","Кривий Ріг","Perspective","Full-Time","work",NA,NA,"System Administration / DevOps",NA
"html-верстальник","Черкаси","Tera Group","Full-Time","work",21500,21500,"Software Development",NA
"інженер комп'ютерних систем","Київ","Юніверсал Лоджистік, ТОВ","Full-Time","work",NA,NA,"Engineering",NA
"customer support representative","remote","Ibit","Full-Time","work",26000,26000,"Non-IT",NA
"digital analyst","Київ","Синхронік","Full-Time","work",NA,NA,"Data Analysis / Data Science",NA
"html-верстальник","Київ","Синхронік","Full-Time","work",NA,NA,"Software Development",NA
"спеціаліст чата (customer support)","Київ","Гранді","Full-Time","work",20000,20000,"Non-IT",NA
"customer support representative, data entry specialist (english, german)","remote","Divi XYZ Media GmbH","Full-Time","work",NA,NA,"Data Analysis / Data Science",NA
"customer support representative","remote","Altaray","Full-Time","work",25000,25000,"Non-IT",NA
"middle seo specialist","remote","Workflow","Full-Time","work",25000,25000,"Non-IT",NA
"team lead, senior media buyer (facebook, gambling)","Київ","Sobko.studio","Full-Time","work",40000,40000,"Non-IT",NA
"seo specialist","remote","Ting.io","Full-Time","work",40000,40000,"Non-IT",NA
"front-end developer (wordpress, php, js, css)","remote","Ting.io",NA,"work",50000,50000,"Software Development",NA
"ком'юніті-менеджер зі знанням польської мови","Київ","Запен Сервісез, ТОВ","Full-Time","work",25000,25000,"Non-IT",NA
"фармер акаунтів (facebook)","Київ","Лентос Строй, ТОВ","Full-Time","work",28000,28000,"Non-IT",NA
"аналітик","Київ","Мірахаб, ТОВ","Full-Time","work",NA,NA,"Data Analysis / Data Science",NA
"it-експерт, консультант у міністерство закордонних справ україни","Київ","Міжнародна організація з міграції (представництво в Україні)","Full-Time","work",NA,NA,"Non-IT",NA
"менеджер з генерації лідів","remote","Ковтун К., ФОП","Full-Time","work",4000,4000,"Non-IT",NA
"системний адміністратор","Київ","Duxit","Full-Time","work",NA,NA,"System Administration / DevOps",NA
"middle+/senior ux/ui designer","remote","Adams Expert","Full-Time","work",46000,46000,"Design",NA
"seo specialist","Львів","Appexoft","Full-Time","work",NA,NA,"Non-IT",NA
"content analyst with dutch language","remote","Contio","Full-Time","work",30000,30000,"Data Analysis / Data Science",NA
"senior front-end developer","remote","Adams Expert","Full-Time","work",95000,95000,"Software Development",NA
"оператор з обробки інформації та програмного забезпечення, meal agent","Харків","Handicap International-Humanity & Inclusion","Full-Time","work",38908,38908,"Non-IT",NA
"customer service manager","Чернівці","UkiService","Full-Time","work",15000,15000,"Repair / Maintenance",NA
"програміст чпк","Кам’янське","ДЗТО, ООО","Full-Time","work",25000,25000,"Software Development",NA
"junior devops engineer","remote","Codebridge Technology","Full-Time","work",30000,30000,"System Administration / DevOps",NA
"customer support representative (servicedesk)","remote","Техноматика","Full-Time","work",NA,NA,"Repair / Maintenance",NA
"адміністратор сайту","Чернівці","Jooki","Full-Time","work",12000,12000,"System Administration / DevOps",NA
"продакт-менеджер","Львів","Пашкова І.Ю., ФОП","Full-Time","work",25000,25000,"Non-IT",NA
"junior seo specialist (content)","remote","Workflow","Full-Time","work",13000,13000,"Non-IT",NA
"помічник системного адміністратора","Київ","Єрмаков Є.В., ФОП","Full-Time","work",25000,25000,"System Administration / DevOps",NA
"system administrator","Миколаїв","Intechsoft","Full-Time","work",NA,NA,"System Administration / DevOps",NA
"system administrator","Чернігів","Intechsoft","Full-Time","work",NA,NA,"System Administration / DevOps",NA
"system administrator","Харків","Intechsoft","Full-Time","work",NA,NA,"System Administration / DevOps",NA
"junior media buyer","Київ","TechPulseUP","Full-Time","work",19000,19000,"Non-IT",NA
"lead generation manager, researcher","remote","NVCoding","Full-Time","work",NA,NA,"AI / Research",NA
"програміст","remote","Iogames","Full-Time","work",60000,60000,"Software Development",NA
"викладач python в онлайн-школу","remote","ITKingdom, школа програмування","Full-Time","work",10000,10000,"Non-IT",NA
"content manager (junior)","remote","NewGen","Full-Time","work",8000,8000,"Non-IT",NA
"junior, middle full-stack php developer","remote","Chatos","Full-Time","work",14000,14000,"Software Development",NA
"middle seo specialist","remote","Palanok","Full-Time","work",NA,NA,"Non-IT",NA
"head of qa","Київ","МХП, ПрАТ","Full-Time","work",110000,110000,"Testing",NA
"lead generation manager (стажер)","remote","VMK Group",NA,"work",NA,NA,"Non-IT",NA
"web-програміст, розробник рнр","Хмельницький","Гарант-Інфо","Full-Time","work",40000,40000,"Software Development",NA
"технік-монтажник мережі інтернет та кабельного тб","Кривий Ріг","Электрон-Сервис, ООО","Full-Time","work",13500,13500,"Repair / Maintenance",NA
"майстер з підключення інтернету (з навчанням)","Івано-Франківськ","Інфра-Нет, ТОВ","Full-Time","work",20000,20000,"Repair / Maintenance",NA
"монтажник скс, технік з підключення інтернету та тб","Київ","Bilink","Full-Time","work",NA,NA,"Repair / Maintenance",NA
"ui/ux designer","remote","Nixtio",NA,"work",NA,NA,"Design",NA
"технічний спеціаліст електричних приладів","remote","Tekstar LLC",NA,"work",15000,15000,"Non-IT",NA
"junior user acquisition specialist","Київ","PlantIn (Genesis)","Full-Time","work",NA,NA,"Design",NA
"junior embedded qa engineer","Київ","Visonic","Full-Time","work",20000,20000,"Testing",NA
"system administrator","Київ","Intechsoft","Full-Time","work",NA,NA,"System Administration / DevOps",NA
"системний адміністратор","Горішні Плавні","Широков В.Ю., ФЛП","Full-Time","work",18000,18000,"System Administration / DevOps",NA
"lead generation manager (upwork)","remote","A&T Digital","Full-Time","work",7000,7000,"Non-IT",NA
"penetration tester","remote","IT Recruitment Solutions (ITRS.ua) ®","Full-Time","work",NA,NA,"Testing",NA
"customer support manager","Київ","Ім Системи, ТОВ","Full-Time, Part-Time","work",30000,30000,"Non-IT",NA
"node.js developer (trainee/junior)","Львів","Appexoft","Full-Time","work",NA,NA,"Software Development",NA
"middle seo-спеціаліст","Київ","AKS, інтернет-магазин електротехніки","Full-Time","work",NA,NA,"Non-IT",NA
"strong junior, middle php developer","Кривий Ріг","StarDesignz","Full-Time","work",20000,20000,"Software Development",NA
"програміст 1c","Львів","Фуд Імпортс, ТОВ","Full-Time","work",50000,50000,"Software Development",NA
"інженер-проєктувальник залізничної автоматики (ат/сцб)","remote","АТРРІ, проєктне бюро","Full-Time","work",NA,NA,"Engineering",NA
"системний адміністратор (l2, l3, відділ noc)","Львів","Копійка, ISP","Full-Time","work",NA,NA,"System Administration / DevOps",NA
"системний адміністратор","Хмельницький","Універсал, ТПП, ТОВ","Full-Time","work",NA,NA,"System Administration / DevOps",NA
"аналітик","Дніпро","Квадранс-М, ООО","Full-Time","work",NA,NA,"Data Analysis / Data Science",NA
"full stack developer (php, javascript, mysql)","remote","Гореліков О.О., ФОП","Full-Time","work",NA,NA,"Software Development",NA
"seo-спеціаліст","remote","Angel Marketing Agency SL","Full-Time","work",20000,20000,"Non-IT",NA
"спеціаліст з it-тендерів","remote","Davydov Consulting",NA,"work",15000,15000,"Non-IT",NA
"сервісний інженер","Київ","Інтерклімат","Full-Time","work",25000,25000,"Engineering",NA
"системний адміністратор мережевого обладнання","Житомир","Net-City","Full-Time","work",20000,20000,"System Administration / DevOps",NA
"дизайнер-програміст трикотажного обладнання, дессинатор (учень)","Одеса","Arber, украинский бренд качественной одежды, обуви и аксессуаров","Full-Time","jooble",12000,12000,"Software Development",NA
"оператор-програміст фрезерного верстата з чпк","Тернопіль","Ready2Recruit","Full-Time","jooble",30000,30000,"Software Development",NA
"senior backend developer node/nest.js","Київ","SoundCampaign",NA,"jooble",4000,4000,"Software Development",NA
"оператор-програміст фрезерного верстата з чпк у тернопіль","Тернопіль","ПП НВФ КВОТА","Full-Time","jooble",30000,30000,"Software Development",NA
"junior front-end developer","Львів","Insiders","Full-Time","jooble",NA,NA,"Software Development",NA
"системний адміністратор","Дніпро","ТОВ ""Б.І.Т.""","Full-Time","jooble",NA,NA,"System Administration / DevOps",NA
"системний аналітик","Київ","TechExpert","Full-Time","jooble",15000,15000,"Data Analysis / Data Science",NA
"адміністратор системи","Дніпро","Дніпровська філія ТОВ Газорозподільні мережі України","Full-Time","jooble",14680,14680,"System Administration / DevOps",NA
"адміністратор linux","Київ","ЦЕНТР ДОСЛІДЖЕНЬ ТА РОЗРОБКИ, ТОВ","Full-Time","jooble",2000,2000,"System Administration / DevOps",NA
"программист-оператор фрезерных и токарных станков с чпу","Запоріжжя","ТОВ ""Графит-Мастер""","Full-Time","jooble",18000,18000,"Non-IT",NA
"методолог дитячих it-курсів","Чугуїв","Game IT School","Full-Time","jooble",NA,NA,"Non-IT",NA
"документознавець","Київ","AMEDIA","Full-Time","jooble",15000,15000,"Non-IT",NA
"інженер - програміст","Вишгород","КНП Вишгородська ЦРЛ","Full-Time, Part-Time","jooble",15000,15000,"Software Development",NA
"tiktok junior media buyer","Київ","Marketbiz LTD","Full-Time","jooble",15000,15000,"Non-IT",NA
"it-специалист","Київ","Polygraph Expert Test","Full-Time","jooble",10000,10000,"Non-IT",NA
"platform engineering lead","Київ","Jooble","Full-Time","jooble",NA,NA,"Engineering",NA
"unity developer","Хмельницький","Raccoons Games","Full-Time","jooble",20000,20000,"Software Development",NA
"адміністратор it-систем","Київ","TroneBird","Full-Time","pidbir",25000,25000,"System Administration / DevOps",NA
"middle system administrator","Житомир","Jooble","Full-Time","jooble",NA,NA,"System Administration / DevOps",NA
"middle system administrator","Івано-Франківськ","Jooble","Full-Time","jooble",NA,NA,"System Administration / DevOps",NA
"middle system administrator","Тернопіль","Jooble","Full-Time","jooble",NA,NA,"System Administration / DevOps",NA
"middle system administrator","Хмельницький","Jooble","Full-Time","jooble",NA,NA,"System Administration / DevOps",NA
"middle system administrator","Чернігів","Jooble","Full-Time","jooble",NA,NA,"System Administration / DevOps",NA
"middle system administrator","Рівне","Jooble","Full-Time","jooble",NA,NA,"System Administration / DevOps",NA
"middle system administrator","Кривий Ріг","Jooble","Full-Time","jooble",NA,NA,"System Administration / DevOps",NA
"middle system administrator","Вінниця","Jooble","Full-Time","jooble",NA,NA,"System Administration / DevOps",NA
"middle system administrator","Чернівці","Jooble","Full-Time","jooble",NA,NA,"System Administration / DevOps",NA
"middle system administrator","Львів","Jooble","Full-Time","jooble",NA,NA,"System Administration / DevOps",NA
"middle system administrator","Одеса","Jooble","Full-Time","jooble",NA,NA,"System Administration / DevOps",NA
"middle system administrator","Запоріжжя","Jooble","Full-Time","jooble",NA,NA,"System Administration / DevOps",NA
"middle system administrator","Дніпро","Jooble","Full-Time","jooble",NA,NA,"System Administration / DevOps",NA
"middle system administrator","Луцьк","Jooble","Full-Time","jooble",NA,NA,"System Administration / DevOps",NA
"middle system administrator","Київ","Jooble","Full-Time","jooble",NA,NA,"System Administration / DevOps",NA
"middle system administrator","Харків","Jooble","Full-Time","jooble",NA,NA,"System Administration / DevOps",NA
"тестувальник ігор","Харків","ФОП Алегрів","Full-Time","pidbir",17000,17000,"Testing",NA
"project coordinator","remote","INFUSE",NA,"grc.ua",NA,NA,"Non-IT",NA
"junior business process engineer","Київ","Transporeon","Full-Time","grc.ua",NA,NA,"Engineering",NA
"junior invoice auditor (f/m/d)","remote","Transporeon",NA,"grc.ua",NA,NA,"Non-IT",NA
"rate management specialist","remote","Transporeon",NA,"grc.ua",NA,NA,"Non-IT",NA
"freight rate analyst (f/m/d)","remote","Transporeon",NA,"grc.ua",NA,NA,"Data Analysis / Data Science",NA
"senior financial analyst","Київ","Sisense","Full-Time","grc.ua",NA,NA,"Data Analysis / Data Science",NA
"it business analyst","Київ","Materialise","Full-Time","grc.ua",NA,NA,"Data Analysis / Data Science",NA
"it infrastructure (helpdesk) specialist","remote","INFUSE",NA,"grc.ua",NA,NA,"System Administration / DevOps",NA
"помічник системного адміністратора","Дніпро","АйТі-Груп","Full-Time","grc.ua",30000,30000,"System Administration / DevOps",NA
"аналітик","Київ","EastOne","Full-Time","grc.ua",NA,NA,"Data Analysis / Data Science",NA
"системний адміністратор інфраструктури, middle","remote","SIM-Networks",NA,"grc.ua",NA,NA,"System Administration / DevOps",NA
"системний адміністратор інфраструктури, junior","remote","SIM-Networks",NA,"grc.ua",NA,NA,"System Administration / DevOps",NA
"junior seo специалист - частичная занятость, удаленная работа","remote","Alhimiya.com",NA,"grc.ua",NA,NA,"Non-IT",NA
"інженер планування трансміссії","Харків","lifecell","Full-Time","grc.ua",NA,NA,"Engineering",NA
"експерт з придбання сайтів (lifecell)","Харків","lifecell","Full-Time","grc.ua",NA,NA,"Non-IT",NA
"експерт з оренди базових станцій","Київ","lifecell","Full-Time","grc.ua",NA,NA,"Non-IT",NA
"sap abap інженер (віддалено)","Київ","N-IX","Full-Time","grc.ua",NA,NA,"Engineering",NA
"project manager (it)","Київ","Ашан Рітейл Україна","Full-Time","grc.ua",NA,NA,"Non-IT",NA
"junior business development manager (german)","Дніпро","Jooble","Full-Time","jooble",NA,NA,"Non-IT",NA
"junior business development manager (german)","Чернівці","Jooble","Full-Time","jooble",NA,NA,"Non-IT",NA
"junior business development manager (german)","Луцьк","Jooble","Full-Time","jooble",NA,NA,"Non-IT",NA
"junior business development manager (german)","Львів","Jooble","Full-Time","jooble",NA,NA,"Non-IT",NA
"junior business development manager (german)","Київ","Jooble","Full-Time","jooble",NA,NA,"Non-IT",NA
"junior business development manager (english)","Запоріжжя","Jooble","Full-Time","jooble",NA,NA,"Non-IT",NA
"junior business development manager (english)","Вінниця","Jooble","Full-Time","jooble",NA,NA,"Non-IT",NA
"junior business development manager (english)","Кременчук","Jooble","Full-Time","jooble",NA,NA,"Non-IT",NA
"junior business development manager (english)","Полтава","Jooble","Full-Time","jooble",NA,NA,"Non-IT",NA
"junior business development manager (english)","Чернівці","Jooble","Full-Time","jooble",NA,NA,"Non-IT",NA
"junior business development manager (english)","Харків","Jooble","Full-Time","jooble",NA,NA,"Non-IT",NA
"junior business development manager (english)","Черкаси","Jooble","Full-Time","jooble",NA,NA,"Non-IT",NA
"junior business development manager (english)","Одеса","Jooble","Full-Time","jooble",NA,NA,"Non-IT",NA
"junior business development manager (english)","Дніпро","Jooble","Full-Time","jooble",NA,NA,"Non-IT",NA
"junior business development manager (english)","Чернігів","Jooble","Full-Time","jooble",NA,NA,"Non-IT",NA
"junior business development manager (english)","Київ","Jooble","Full-Time","jooble",NA,NA,"Non-IT",NA
"junior business development manager (english)","Львів","Jooble","Full-Time","jooble",NA,NA,"Non-IT",NA
"junior business development manager (english)","Львів","Jooble","Full-Time","jooble",NA,NA,"Non-IT",NA
"regional manager (europe, us)","Київ","Jooble","Full-Time","jooble",NA,NA,"Non-IT",NA
"мережевий інженер (network engineer)","Київ","АШАН","Full-Time","pidbir",NA,NA,"System Administration / DevOps",NA
"оператор чату в агенцію ""sapphire""","Дніпро","Sapfire","Full-Time","jooble",300,300,"Non-IT",NA
"різноробочий іт","Полтава","Аврора, мультимаркет","Full-Time","pidbir",12000,12000,"Non-IT",NA
"фахівець з видачі он-лайн замовлень","Кривий Ріг","Varus","Full-Time","pidbir",11000,11000,"Non-IT",NA
"Account Manager до Kyїfornia",NA,NA,"Full-Time","HappyMonday",NA,NA,"Non-IT",NA
"Фахівець з аналізу виробничих процесів до BAT","Прилуки",NA,"Full-Time","HappyMonday",NA,NA,"Non-IT",NA
"Marketer (Маркетолог) до Creative States","Київ",NA,"Full-Time","HappyMonday",40000,50000,"Non-IT","40000–50 000 грн / міс"
"Business Analyst at DAI Global LLC","Київ, Львів",NA,"Full-Time","HappyMonday",NA,NA,"Data Analysis / Data Science",NA
"Бізнес-аналітик до ОККО","Львів",NA,"Full-Time","HappyMonday",NA,NA,"Data Analysis / Data Science",NA
"Координатор/-ка європейських проєктів до ГО «Інтерньюз-Україна»","Київ",NA,"Full-Time","HappyMonday",NA,NA,"Non-IT",NA
"Проєктний менеджер / Проєктна менеджерка до BRAND UKRAINE","Київ",NA,"Full-Time","HappyMonday",NA,NA,"AI / Research",NA
"Координатор/-ка проєктів до ГО «Інтерньюз–Україна»","Київ",NA,"Full-Time","HappyMonday",NA,NA,"Non-IT",NA
"Event manager, менеджер з туризму, турлідер до bodotravel","Київ",NA,"Full-Time","HappyMonday",45000,60000,"Non-IT","45000–60000 грн / міс"
"Program Officer at Pact, Inc. USAID/Ukraine PHS R&R Activity","Київ",NA,"Full-Time","HappyMonday",NA,NA,"AI / Research",NA
"Спеціаліст зі звітності/Аналітика до ГО «КримСОС»","Київ",NA,"Full-Time","HappyMonday",NA,NA,"Data Analysis / Data Science",NA
